Date,City,Country,Latitude,Longitude,MaxTemp,Humidity,Cloudiness,Wind Speed
1595264550,Gaya,IN,24.78,85.0,80.6,88,75,5.79
1595264550,Tazovsky,RU,67.47,78.7,53.62,60,100,7.49
1595264550,Abu Kamal,SY,34.45,40.92,101.14,9,0,8.79
1595264550,Hambantota,LK,6.12,81.12,80.17,81,100,14.85
1595264550,Leshukonskoye,RU,64.9,45.76,68.47,61,0,3.87
1595264550,Kiryat Gat,IL,31.61,34.76,84.0,63,0,1.01
1595264550,Pisco,PE,-13.7,-76.22,62.01,87,90,4.7
1595264551,Zaysan,KZ,47.47,84.87,75.97,41,100,7.11
1595264551,Puerto Ayacucho,VE,5.66,-67.62,78.8,78,75,10.29
1595264551,Kattivākkam,IN,13.22,80.32,86.0,79,20,4.7
1595264551,Brake (Unterweser),DE,53.33,8.48,70.0,46,5,8.01
1595264551,Vila Franca do Campo,PT,37.72,-25.43,73.4,60,75,6.93
1595264551,Saint Andrews,US,34.05,-81.13,100.0,44,40,4.7
1595264551,Finnsnes,NO,69.23,17.98,53.6,93,75,13.87
1595264548,Los Llanos de Aridane,ES,28.66,-17.92,77.0,65,20,20.8
1595264551,Aksu,CN,41.12,80.26,74.88,45,80,9.26
1595264444,Florianópolis,BR,-27.61,-48.5,80.6,54,0,11.41
1595264552,Lata,PT,40.16,-8.33,93.99,41,24,6.71
1595264552,Tahe,CN,52.33,124.73,48.72,88,3,4.54
1595264552,Kitangari,TZ,-10.65,39.33,65.95,75,76,5.48
1595264535,Bundaberg,AU,-24.85,152.35,55.99,76,100,8.05
1595264539,Cabo San Lucas,MX,22.89,-109.91,90.0,33,5,11.41
1595264552,São Gabriel da Cachoeira,BR,-0.13,-67.09,88.84,55,45,4.7
1595264552,Geraldton,AU,-28.77,114.6,44.6,87,0,2.24
1595264552,Casa Grande,US,32.88,-111.76,98.01,15,1,6.93
1595264552,Thompson,CA,55.74,-97.86,75.2,41,40,2.24
1595264552,Goundam,ML,16.41,-3.67,100.13,25,43,1.25
1595264552,Soma,TR,39.19,27.61,89.6,42,0,14.99
1595264552,Den Helder,NL,52.96,4.76,64.0,67,75,10.29
1595264553,Mwingi,KE,-0.93,38.06,68.99,53,81,6.55
1595264553,Tilichiki,RU,60.47,166.1,47.7,96,60,2.39
1595264553,Aykhal,RU,66.0,111.5,53.6,93,90,8.95
1595264553,Deputatsky,RU,69.3,139.9,53.71,90,60,1.52
1595264553,Coquimbo,CL,-29.95,-71.34,62.6,72,52,6.93
1595264553,Coolum Beach,AU,-26.53,153.1,61.0,74,100,1.01
1595264432,Kingsville,US,27.52,-97.86,90.0,66,75,3.36
1595264553,Fort Nelson,CA,58.81,-122.7,62.6,72,75,3.36
1595264553,Shumskiy,RU,54.83,99.13,52.77,78,83,3.53
1595264553,Umluj,SA,25.02,37.27,85.77,65,3,5.06
1595264553,São João da Barra,BR,-21.64,-41.05,82.4,51,20,5.82
1595264555,Villazón,BO,-22.09,-65.59,65.1,19,41,5.35
1595264555,Altay,CN,47.87,88.12,69.15,53,100,5.03
1595264555,Ilhabela,BR,-23.78,-45.36,77.02,51,0,5.01
1595264555,Crixás,BR,-14.55,-49.97,88.38,26,0,9.64
1595264307,Taos,US,36.41,-105.57,73.99,40,1,3.36
1595264539,Zhigansk,RU,66.77,123.37,60.39,94,100,5.86
1595264555,Port Hedland,AU,-20.32,118.57,62.6,48,0,8.05
1595264314,Seoul,KR,37.57,126.98,73.4,88,90,3.65
1595264555,Santa Rosa,PH,14.31,121.11,82.4,78,58,2.24
1595264555,Paamiut,GL,61.99,-49.67,48.49,68,100,1.34
1595264555,Zhezkazgan,KZ,47.8,67.71,81.63,20,17,9.57
1595264555,City of San Pedro,PH,14.35,121.02,82.4,78,68,2.24
1595264556,Huancavelica,PE,-12.77,-74.98,52.27,36,59,8.46
1595264556,Vila do Maio,CV,15.13,-23.22,84.2,66,75,6.93
1595264556,Ahipara,NZ,-35.17,173.17,55.92,93,42,6.71
1595264556,Lac du Bonnet,CA,50.25,-96.06,72.0,98,46,3.0
1595264556,Sur,OM,22.57,59.53,88.88,64,73,17.69
1595264556,Kawardha,IN,22.02,81.25,83.95,70,99,7.87
1595264556,Rehoboth,NA,-23.32,17.08,60.85,30,0,10.49
1595264556,La Rioja,ES,42.25,-2.5,95.0,30,0,5.82
1595264556,Korla,CN,41.76,86.15,70.75,52,18,5.82
1595264556,Avera,US,33.19,-82.53,95.0,52,40,4.7
1595264556,Ucluelet,CA,48.93,-125.55,62.6,88,20,3.36
1595264556,Ancud,CL,-41.87,-73.82,50.0,93,100,5.82
1595264557,Sligo,IE,54.27,-8.47,57.99,67,59,6.93
1595264557,Salinópolis,BR,-0.61,-47.36,85.46,64,51,13.44
1595264557,Shcherbinka,RU,55.5,37.56,68.0,64,40,8.95
1595264421,São Félix do Xingu,BR,-6.64,-51.99,93.65,26,0,5.68
1595264557,Mount Gambier,AU,-37.83,140.77,42.8,100,90,6.93
1595264557,Malmesbury,ZA,-33.46,18.73,62.01,78,0,3.2
1595264557,Guerrero Negro,MX,27.98,-114.06,81.68,47,0,4.76
1595264291,Doha,QA,25.29,51.53,102.2,63,24,5.82
1595264557,Curup,ID,-3.47,102.53,69.87,93,98,4.85
1595264557,Noyabrsk,RU,63.2,75.45,56.19,71,69,11.39
1595264557,Rawson,AR,-43.3,-65.1,46.62,77,100,16.87
1595264557,Hasaki,JP,35.73,140.83,69.01,100,75,5.82
1595264557,Muros,ES,42.78,-9.06,75.99,63,0,17.0
1595264558,Broome,US,42.25,-75.83,84.99,54,40,11.41
1595264558,Te Anau,NZ,-45.42,167.72,41.79,90,86,2.91
1595264558,Popondetta,PG,-8.75,148.25,71.49,94,16,2.73
1595264558,Corinth,GR,37.94,22.96,86.0,51,0,5.99
1595264423,Bathurst,AU,-33.42,149.58,37.0,89,13,1.99
1595264558,Praia,CV,14.92,-23.51,84.2,66,75,6.93
1595264558,Aksay,RU,47.26,39.87,82.99,42,20,6.71
1595264558,Eenhana,NA,-17.47,16.33,78.8,21,0,5.82
1595264558,Omsukchan,RU,62.53,155.8,48.34,78,0,3.06
1595264271,Puerto Madero,MX,14.72,-92.42,86.0,84,75,2.51
1595264558,Nuuk,GL,64.18,-51.72,48.2,81,90,5.82
1595264558,Sola,VU,-13.88,167.55,76.6,74,86,15.52
1595264559,Palauig,PH,15.44,119.9,81.1,74,87,4.14
1595264559,Mitsamiouli,KM,-11.38,43.28,77.0,69,40,13.87
1595264559,Iskateley,RU,67.68,53.15,65.32,60,48,3.87
1595264559,Cukai,MY,4.25,103.42,77.0,100,37,0.51
1595264559,Sajanan,TN,37.06,9.24,93.2,30,20,9.17
1595264559,Marabu,MY,4.41,114.01,80.6,94,40,5.82
1595264559,Jalu,LY,29.03,21.55,94.03,19,0,10.07
1595264559,Bilokurakyne,UA,49.53,38.73,71.1,62,61,3.44
1595264559,Margherita,IN,27.28,95.68,74.88,93,100,2.08
1595264559,Arrondissement du Havre,FR,49.58,0.33,69.01,56,62,14.99
1595264559,Antibes,FR,43.56,7.13,79.0,78,20,10.29
1595264559,Burdeos,PH,14.84,121.97,80.42,78,37,5.19
1595264559,Raja,SS,8.46,25.68,71.37,91,94,2.68
1595264559,Kasamwa,TZ,-2.85,32.43,70.29,45,60,1.07
1595264560,Nova Viçosa,BR,-17.89,-39.37,76.41,76,29,8.84
1595264560,Bowen,AU,-20.02,148.23,62.01,93,41,4.7
1595264560,Asău,RO,46.43,26.4,64.0,85,92,1.86
1595264560,Tornio,FI,65.85,24.15,69.8,64,98,2.24
1595264560,Karaton,ID,-6.34,106.1,80.6,78,20,5.82
1595264560,Puerto El Triunfo,SV,13.28,-88.55,86.0,74,48,2.24
1595264560,Burnie,AU,-41.07,145.92,44.01,91,89,4.0
1595264561,Krzeszowice,PL,50.14,19.63,80.01,54,20,11.41
1595264561,Mahanoro,MG,-19.9,48.8,66.22,83,80,8.03
1595264561,Wanning,CN,18.8,110.4,81.09,86,100,6.31
1595264561,Parrita,CR,9.52,-84.32,82.4,65,40,14.99
1595264561,Novy Urengoy,RU,66.08,76.63,57.7,63,100,8.01
1595264561,Conceição do Araguaia,BR,-8.26,-49.26,93.18,26,79,6.67
1595264459,Maragogi,BR,-9.01,-35.22,78.13,73,21,15.01
1595264561,Khāmgaon,IN,20.68,76.57,84.96,69,100,5.39
1595264561,Surgut,RU,61.25,73.42,60.8,72,13,4.47
1595264562,Bāfq,IR,31.61,55.41,84.51,13,0,8.68
1595264562,Guanambi,BR,-14.22,-42.78,82.81,39,23,14.65
1595264562,Tabou,CI,4.42,-7.35,78.57,81,56,11.92
1595264562,Tías,ES,28.96,-13.64,80.6,57,20,20.8
1595264562,Lorengau,PG,-2.02,147.27,81.88,74,51,6.33
1595264562,Terekli-Mekteb,RU,44.17,45.87,95.63,33,0,4.81
1595264562,Winder,US,33.99,-83.72,96.01,52,90,3.36
1595264562,Alice Springs,AU,-23.7,133.88,53.6,66,90,9.17
1595264562,Honningsvåg,NO,70.98,25.97,48.2,100,90,10.29
1595264562,Saint Anthony,US,45.02,-93.22,78.01,47,1,3.36
1595264562,Moose Factory,CA,51.26,-80.61,57.2,93,90,13.87
1595264562,Kyaiklat,MM,16.43,95.73,80.6,94,75,3.36
1595264301,Santa Ana,US,33.75,-117.87,75.99,64,40,8.05
1595264563,Bilhaur,IN,26.85,80.08,88.34,64,95,12.82
1595264563,Vigrestad,NO,58.57,5.7,60.8,59,75,19.46
1595264431,The Pas,CA,53.83,-101.25,73.4,43,1,5.82
1595264563,Najrān,SA,17.49,44.13,89.6,43,40,9.17
1595264563,Chapais,CA,49.78,-74.85,55.4,82,90,14.99
1595264563,Loreto,MX,22.27,-101.97,70.56,53,92,2.93
1595264322,Sivas Province,TR,39.79,37.0,84.2,32,0,14.99
1595264563,Gol,NO,60.7,8.95,59.0,44,83,14.0
1595264563,Araouane,ML,18.9,-3.53,105.22,18,40,2.39
1595264563,Kharan,PK,28.58,65.42,90.54,11,0,5.01
1595264344,Escanaba,US,45.75,-87.06,66.0,63,90,8.05
1595264563,Tataouine,TN,32.93,10.45,91.4,26,20,9.17
1595264564,Taitung City,TW,22.76,121.14,81.18,71,11,3.11
1595264564,Libercourt,FR,50.48,3.02,71.01,40,90,13.87
1595264564,Hearst,CA,49.68,-83.67,59.0,76,100,8.23
1595264564,Ogaminana,NG,7.59,6.22,77.61,87,20,6.98
1595264564,Dawson Creek,CA,55.77,-120.24,64.4,72,1,2.24
1595264287,New Richmond,US,45.12,-92.54,72.0,56,75,4.09
1595264564,Dicabisagan,PH,17.08,122.42,78.85,84,41,2.39
1595264564,Bandarbeyla,SO,9.49,50.81,79.32,64,87,24.9
1595264564,Huarmey,PE,-10.07,-78.15,66.58,68,72,9.13
1595264564,Jiuquan,CN,39.74,98.52,77.45,17,100,6.22
1595264460,Dunedin,NZ,-45.87,170.5,48.0,79,100,1.01
1595264565,Buta,CD,2.79,24.73,73.81,82,95,1.83
1595264565,Porto Belo,BR,-27.16,-48.55,73.4,78,20,10.29
1595264565,San Rafael,AR,-34.62,-68.33,51.58,61,72,10.22
1595264565,Emirdağ,TR,39.02,31.15,76.32,51,8,14.54
1595264565,Garoowe,SO,8.41,48.48,80.85,46,12,18.86
1595264565,Fort-Shevchenko,KZ,44.51,50.26,85.33,48,0,12.48
1595264565,Olafsvik,IS,64.89,-23.71,50.77,69,17,2.17
1595264565,Santa Maria,BR,-29.68,-53.81,82.4,45,100,6.93
1595264565,Benton Harbor,US,42.12,-86.45,77.0,65,1,4.7
1595264565,Lumphat,KH,13.49,106.98,74.5,96,100,2.17
1595264565,Hellvik,NO,59.92,5.78,57.99,70,4,10.0
1595264565,Nago,JP,26.59,127.98,82.4,88,40,5.82
1595264565,Oktyabr'skoye,RU,43.06,44.74,89.6,46,0,6.71
1595264566,Dawlatabad,AF,36.41,64.91,88.05,15,15,7.02
1595264566,Kilembe,UG,0.2,30.0,65.07,57,25,5.08
1595264566,Florø,NO,61.6,5.03,53.6,81,75,8.05
1595264566,Giohar,SO,2.78,45.5,76.06,73,67,17.65
1595264287,Pimenta Bueno,BR,-11.67,-61.19,97.38,26,3,3.0
1595264345,Jacmel,HT,18.23,-72.53,91.4,46,20,13.87
1595264566,Sire,NG,12.93,5.2,93.38,38,1,5.17
1595264566,Zliten,LY,32.47,14.57,79.18,67,0,13.78
1595264566,Tchaourou,BJ,8.89,2.6,78.66,86,45,5.48
1595264566,Liepāja,LV,56.54,21.04,75.2,57,42,2.24
1595264566,Adré,TD,13.47,22.2,80.29,61,100,1.12
1595264566,Koumac,NC,-20.57,164.28,64.44,66,8,4.99
1595264535,Kieta,PG,-6.22,155.63,77.32,79,40,5.08
1595264566,Shahrud,IR,36.42,54.98,80.85,25,0,13.24
1595264566,Siocon,PH,7.71,122.14,79.27,82,79,2.48
1595264567,Porto Walter,BR,-8.27,-72.74,88.7,55,0,2.66
1595264567,Qasigiannguit,GL,68.82,-51.19,55.4,48,40,5.82
1595264567,Atambua,ID,-9.11,124.89,67.21,87,2,5.1
1595264567,Aketi,CD,2.74,23.78,72.54,81,98,1.92
1595264567,Kaeo,NZ,-35.1,173.78,53.01,3,57,5.23
1595264567,Aasiaat,GL,68.71,-52.87,46.22,58,79,9.46
1595264567,San Policarpo,PH,12.18,125.51,82.44,80,81,4.23
1595264567,Hołoby,UA,51.09,25.01,72.46,75,47,3.27
1595264567,Aswān,EG,24.09,32.91,99.68,13,0,6.22
1595264567,Zhalantun,CN,48.0,122.72,55.76,51,0,5.35
1595264550,Matagami,CA,49.75,-77.63,57.2,76,90,11.32
1595264567,Mamakan,RU,57.82,114.0,51.44,86,100,3.65
1595264567,Calama,CL,-22.47,-68.93,68.0,2,100,5.82
1595264567,Mossendjo,CG,-2.95,12.73,74.17,72,96,4.05
1595264568,Tsabong,BW,-26.02,22.4,56.7,34,0,6.53
1595264568,Zdvinsk,RU,54.7,78.66,64.89,81,28,9.6
1595264568,Pizarro,CO,4.95,-77.37,81.01,84,100,11.54
1595264553,San Cristobal,VE,7.77,-72.22,89.6,49,40,19.46
1595264568,Fukuechō,JP,32.69,128.84,78.69,93,21,14.94
1595264568,Bairnsdale,AU,-37.83,147.62,46.99,88,56,1.01
1595264568,Izhmorskiy,RU,56.19,86.64,61.41,94,17,3.83
1595264568,Río Gallegos,AR,-51.62,-69.22,30.2,86,20,2.24
1595264568,Almeirim,BR,-1.52,-52.58,90.55,50,74,1.61
1595264568,Vanimo,PG,-2.67,141.3,77.85,86,87,6.13
1595264568,Nefteyugansk,RU,61.1,72.6,60.8,72,17,4.47
1595264568,Qandala,SO,11.47,49.87,88.59,56,76,2.1
1595264569,Marsh Harbour,BS,26.54,-77.06,84.38,70,0,15.61
1595264569,Banjar,ID,-8.19,114.97,78.8,88,40,11.41
1595264569,Awjilah,LY,29.11,21.29,93.56,20,0,10.22
1595264569,Yerbogachën,RU,61.28,108.01,50.74,73,91,3.62
1595264569,Kodinsk,RU,58.69,99.18,51.69,69,71,2.84
1595264474,Port-Cartier,CA,50.03,-66.87,75.2,88,40,6.93
1595264569,La Palma,US,33.85,-118.05,75.0,64,20,3.36
1595264569,Shingū,JP,33.73,135.98,75.43,83,99,4.14
1595264569,Pinheiro Machado,BR,-31.58,-53.38,80.01,62,89,10.0
1595264569,Biak,ID,-0.91,122.88,76.3,83,29,5.14
1595264569,Morondava,MG,-20.28,44.28,70.97,65,0,10.71
1595264569,Viçosa,BR,-20.75,-42.88,74.93,47,0,7.0
1595264460,Chico,US,39.73,-121.84,75.99,53,20,3.36
1595264570,Luganville,VU,-15.53,167.17,68.41,72,25,3.71
1595264570,Sabha,LY,27.04,14.43,99.03,18,0,16.35
1595264570,Tiznit Province,MA,29.58,-9.5,83.7,40,0,8.41
1595264570,Yulara,AU,-25.24,130.99,48.2,93,90,6.93
1595264570,Soyo,AO,-6.13,12.37,73.2,83,30,10.09
1595264570,Qingquan,CN,30.45,115.26,70.83,89,100,3.58
1595264570,Kikwit,CD,-5.04,18.82,83.28,21,3,0.63
1595264570,Kupang,ID,-10.17,123.58,72.52,79,1,8.88
1595264570,Itarema,BR,-2.92,-39.92,86.72,55,63,17.0
1595264307,Sydney,AU,-33.87,151.21,50.0,61,0,18.34
1595264570,Soc Trang,VN,9.6,105.98,80.04,80,100,2.42
1595264421,Tete,MZ,-16.16,33.59,77.0,41,40,6.93
1595264570,Kasongo-Lunda,CD,-6.47,16.82,78.94,21,16,2.17
1595264570,Kachug,RU,53.96,105.88,46.53,74,83,1.57
1595264512,Sioux Lookout,CA,50.1,-91.92,66.2,59,40,8.05
1595264571,Kichera,RU,55.94,110.1,48.63,70,94,2.98
1595264571,Thoen,TH,17.61,99.22,77.68,89,100,0.72
1595264571,Owase,JP,34.07,136.2,78.06,73,100,2.66
1595264571,Saurimo,AO,-9.66,20.39,69.57,27,0,3.2
1595264571,Kununurra,AU,-15.77,128.73,66.2,26,6,8.05
1595264571,San Martín,AR,-33.08,-68.47,55.4,50,40,3.36
1595264571,Smirnykh,RU,49.75,142.83,57.88,94,100,4.88
1595264571,Codroipo,IT,45.96,12.98,82.0,56,12,5.01
1595264571,Katangli,RU,51.71,143.23,51.66,97,100,12.73
1595264571,San Andrés,CO,12.58,-81.7,87.8,70,40,11.41
1595264571,Wattegama,LK,6.8,81.48,78.98,77,100,5.32
1595264572,Vuktyl,RU,63.86,57.31,61.77,59,47,6.82
1595264572,Tairua,NZ,-37.02,175.85,59.0,91,72,7.87
1595264572,Arman',RU,59.7,150.17,52.84,77,0,3.36
1595264572,Lindi,TZ,-10.0,39.72,74.71,60,77,7.56
1595264572,Arrondissement de Vire,FR,48.92,-0.83,68.0,49,19,17.22
1595264572,Bilibino,RU,68.05,166.44,56.34,58,0,2.53
1595264572,Terenos,BR,-20.44,-54.86,84.2,30,0,10.29
1595264572,Rangāpāra,IN,26.82,92.65,75.92,95,100,5.95
1595264526,Adrar,MR,20.5,-10.07,107.1,11,20,15.19
1595264572,Tepoztlán,MX,18.98,-99.1,73.4,64,75,4.92
1595264572,Izumo,JP,35.37,132.77,78.8,94,40,3.36
1595264573,Okhotsk,RU,59.38,143.3,55.85,90,99,2.24
1595264573,Chuzhou,CN,32.32,118.3,72.0,95,81,3.15
1595264573,Touba,CI,8.28,-7.68,82.78,68,36,4.29
1595264573,Okha,RU,53.57,142.95,52.23,93,100,13.91
1595264573,Puerto Colombia,CO,10.99,-74.95,86.0,74,20,6.93
1595264573,Saint-Pierre,RE,-21.34,55.48,69.8,60,40,17.22
1595264573,Mīnāb,IR,27.15,57.08,98.6,56,20,9.17
1595264451,Baghdad,IQ,33.34,44.4,111.2,12,0,17.22
1595264573,Kozova,UA,49.44,25.15,69.53,78,46,2.21
1595264573,Molteno,ZA,-31.4,26.36,47.61,38,0,6.85
1595264573,Meulaboh,ID,4.14,96.13,79.11,85,100,2.84
1595264573,Yerofey Pavlovich,RU,53.97,121.97,49.95,89,26,1.54
1595264573,Eyl,SO,7.98,49.82,82.81,53,23,17.49
1595264343,Savonlinna,FI,61.87,28.88,73.4,64,90,2.24
1595264533,Solnechnyy,RU,50.72,136.63,66.31,94,100,3.09
1595264573,Chittarkonda,IN,18.12,82.08,76.59,90,100,2.82
1595264573,Changping,CN,40.22,116.22,89.01,69,54,4.47
1595264574,Nieuw Amsterdam,SR,5.88,-55.08,89.6,55,75,6.93
1595264527,Culpeper,US,38.5,-77.97,95.0,44,1,3.27
1595264574,Merauke,ID,-8.47,140.33,75.11,87,49,13.09
1595264574,Kloulklubed,PW,7.04,134.26,75.2,94,40,2.39
1595264574,Nakusp,CA,50.25,-117.8,66.0,69,68,3.0
1595264574,Funadhoo,MV,6.15,73.27,83.34,76,100,18.39
1595264574,Kontagora,NG,10.4,5.47,83.07,75,23,3.89
1595264574,Ciudad Bolivar,VE,8.12,-63.55,88.0,60,66,6.22
1595264574,Egvekinot,RU,66.32,-179.17,41.99,79,32,6.96
1595264574,Abhā,SA,18.22,42.51,68.0,68,96,5.82
1595264574,Pastrana,PH,11.14,124.89,77.83,86,84,1.72
1595264574,Udarnyy,RU,54.34,42.86,62.28,93,29,5.06
1595264575,Puerto Carreño,CO,6.19,-67.49,78.8,78,75,10.29
1595264575,Maltahöhe,NA,-24.83,16.98,59.54,29,0,9.86
1595264575,Yenagoa,NG,4.92,6.26,75.02,92,95,3.96
1595264575,Mozarlândia,BR,-14.74,-50.57,89.89,25,0,9.06
1595264575,Balgazyn,RU,51.0,95.2,60.67,66,1,3.38
1595264575,Esterhazy,CA,50.65,-102.08,65.07,79,86,4.34
1595264575,Cabedelo,BR,-6.98,-34.83,80.6,83,75,14.99
1595264575,Tauá,BR,-5.97,-40.3,86.47,40,83,16.69
1595264575,Tuatapere,NZ,-46.13,167.68,39.0,83,99,3.0
1595264575,Sungai Penuh,ID,-2.08,101.38,65.66,95,81,3.6
1595264575,Oriximiná,BR,-1.77,-55.87,92.01,44,80,7.72
1595264575,Shitanjing,CN,39.23,106.34,74.05,37,39,17.47
1595264576,Aklavik,CA,68.22,-135.01,51.8,71,75,5.82
1595264576,Sakaiminato,JP,35.55,133.23,78.8,94,40,3.36
1595264576,Glenluce,GB,54.88,-4.81,57.99,70,55,3.0
1595264576,Santiago de Cao,PE,-7.96,-79.24,64.71,77,92,10.85
1595264360,Placerville,US,38.73,-120.8,82.4,39,1,5.73
1595264576,Raffadali,IT,37.4,13.53,78.01,48,0,3.0
1595264294,Sterling,US,39.01,-77.43,93.99,46,75,8.05
1595264576,Aleksandrov Gay,RU,50.15,48.57,79.84,37,61,8.41
1595264576,Palekastro,GR,35.2,26.25,78.62,65,0,10.0
1595264576,Nyurba,RU,63.28,118.33,61.02,98,100,6.13
1595264576,Tambacounda,SN,13.75,-13.76,93.2,56,75,4.7
1595264576,Nísia Floresta,BR,-6.09,-35.21,77.0,88,75,11.41
1595264576,Husavik,IS,66.04,-17.34,51.8,71,75,10.29
1595264576,Xining,CN,36.62,101.77,56.26,67,58,3.04
1595264576,Chicama,PE,-7.84,-79.15,71.2,59,60,9.33
1595264577,Staroshcherbinovskaya,RU,46.63,38.67,75.52,65,100,5.32
1595264577,Xinxiang,CN,35.31,113.87,82.0,67,100,4.74
1595264566,Tigil',RU,57.8,158.67,47.07,86,33,2.73
1595264577,Sinnamary,GF,5.38,-52.95,82.67,80,51,8.57
1595264577,Gubkinskiy,RU,64.43,76.5,57.51,66,46,11.18
1595264577,Vostok,RU,46.49,135.88,58.93,100,100,3.24
1595264577,Bilma,NE,18.69,12.92,104.4,13,0,14.16
1595264577,Inírida,CO,3.87,-67.92,76.32,90,99,3.56
1595264577,Yangi Marg`ilon,UZ,40.43,71.72,80.6,32,40,11.41
1595264577,Camapuã,BR,-19.53,-54.04,90.07,21,0,9.28
1595264577,Krasnosel'kup,RU,65.7,82.47,54.86,68,58,12.35
1595264577,Hirado,JP,33.36,129.55,82.0,81,88,5.99
1595264578,Pingshan,CN,22.99,114.71,79.39,84,100,3.29
1595264578,Anadyr,RU,64.75,177.48,39.2,86,20,4.47
1595264578,Bereda,ES,43.27,-7.54,66.0,82,19,10.0
1595264578,Mâncio Lima,BR,-7.61,-72.9,89.19,57,0,0.65
1595264578,Sakata,JP,38.92,139.85,71.62,84,100,6.46
1595264578,Toora-Khem,RU,52.47,96.11,55.53,66,0,1.81
1595264578,Zenzeli,RU,45.92,47.05,83.73,49,0,13.38
1595264525,Bokoro,TD,12.38,17.06,84.76,59,96,10.04
1595264578,Gimli,CA,50.63,-96.99,73.0,98,42,3.0
1595264344,Druskininkai,LT,54.02,23.97,82.4,39,75,2.24
1595264578,Terråk,NO,65.09,12.37,57.2,76,75,4.7
1595264579,Verkhnevilyuysk,RU,63.45,120.32,63.55,96,100,5.14
1595264579,Prince Rupert,CA,54.32,-130.32,59.0,93,98,5.82
1595264579,Pavlodar,KZ,52.3,76.95,77.0,57,75,8.95
1595264579,Karwar,IN,14.8,74.13,80.17,86,99,5.23
1595264579,Malakal,SS,9.53,31.66,74.7,89,50,3.06
1595264579,Lucapa,AO,-8.42,20.74,72.7,21,0,2.21
1595264579,Hurbanovo,SK,47.87,18.19,84.2,39,1,10.29
